FBgn_ID,Gene_name,FBgn_alias,CG_ID,CG_alias,tau,Age_classification
FBgn0053493,CG33493,FBgn0036100,CG33493,CG6463,0.598,Diptera
FBgn0053494,CG33494,FBgn0064911,CG33494,,0.492,mel-subgroup
FBgn0053496,CR33496,,CR33496,CG33496,0.638,mel-group
FBgn0053497,Sdic2,,CG33497,,0.681,mel-only
FBgn0053498,CR33498,,CR33498,CG33498,0.87,mel-group
FBgn0053499,Sdic4,,CG33499,,0.793,mel-only
FBgn0053500,CG33500,,CG33500,,0.93,Pan-drosophilid
FBgn0053502,CG33502,"FBgn0042218,FBgn0063180",CG33502,CG18856,0.367,Cellular_Organisms
FBgn0053503,Cyp12d1-d,"FBgn0033576,FBgn0033577,FBgn0041339",CG33503,"CG18239,CG18240",0.687,Eukaryota
FBgn0053505,U3-55K,FBgn0033974,CG33505,CG10220,0.407,Eukaryota
FBgn0053508,ppk13,FBgn0032912,CG33508,CG14398,0.868,Bilateria
FBgn0053513,Nmdar2,"FBgn0014432,FBgn0044503",CG33513,"CG14793,CG14794",0.813,Bilateria
FBgn0053517,Dop2R,"FBgn0031083,FBgn0031084,FBgn0046542,FBgn0046543,FBgn0046600,FBgn0046601,FBgn0062410",CG33517,"CG9569,CG17004",0.786,Bilateria
FBgn0053519,Unc-89,"FBgn0034952,FBgn0034953,FBgn0034954,FBgn0034955,FBgn0040499,FBgn0050171,FBgn0050175",CG33519,"CG30171,CG30175,CG18020,CG3901,CG18021,CG18019",0.747,Bilateria
FBgn0053523,Vap-33B,"FBgn0035650,FBgn0035651,FBgn0052410,FBgn0064970",CG33523,"CG10977,CG32410,CG10727",0.453,Eukaryota
FBgn0053526,PNUTS,"FBgn0031291,FBgn0051657",CG33526,"CG4124,CG31657",0.171,Diptera
FBgn0053527,SIFa,"FBgn0035029,FBgn0064238",CG33527,,0.477,Pan-drosophilid
FBgn0053530,Acp53C14c,FBgn0070033,CG33530,,0.905,Pan-drosophilid
FBgn0053531,Ddr,"FBgn0031796,FBgn0031793,FBgn0031794,FBgn0031795,FBgn0031797",CG33531,"CG9490,CG11573,CG13985,CG9488,CG13984",0.78,Bilateria
FBgn0053532,lectin-37Da,"FBgn0032778,FBgn0040095",CG33532,CG9978,0.714,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0053533,lectin-37Db,"FBgn0032778,FBgn0040094",CG33533,CG9978,0.766,Bilateria
FBgn0053547,Rim,"FBgn0038556,FBgn0038557,FBgn0038559",CG33547,"CG7305,CG7301,CG7321",0.771,Bilateria
FBgn0053548,SmydA-8,"FBgn0023547,FBgn0023548,FBgn0052799,FBgn0052800",CG33548,"CG18033,CG32799,CG32800",0.742,Diptera
FBgn0053554,Nipped-A,"FBgn0002067,FBgn0002172,FBgn0004661,FBgn0020393,FBgn0033013,FBgn0039989",CG33554,"CG2905,CG10549",0.261,Eukaryota
FBgn0053556,form3,"FBgn0035738,FBgn0035739,FBgn0035740,FBgn0052384",CG33556,"CG14824,CG32384,CG18138,CG8633",0.625,Eukaryota
FBgn0053558,mim,"FBgn0025255,FBgn0033118,FBgn0053352",CG33558,"CG33352,CG9469",0.572,Bilateria
FBgn0053630,CG33630,FBgn0037784,CG33630,CG12808,0.922,mel-subgroup
FBgn0053631,CG33631,FBgn0037784,CG33631,CG12808,0.957,mel-subgroup
FBgn0053639,CG33639,"FBgn0030901,FBgn0030902,FBgn0046535,FBgn0046536",CG33639,"CG5936,CG16958",0.845,Bilateria
FBgn0053641,CG33641,,CG33641,,0.605,mel-subgroup
FBgn0053642,CG33642,,CG33642,,0.651,mel-subgroup
FBgn0053644,CG33644,,CG33644,,0.656,mel-subgroup
FBgn0053647,CG33647,,CG33647,,0.957,mel-subgroup
FBgn0053653,Cadps,"FBgn0027577,FBgn0040042,FBgn0040483",CG33653,"CG18026,CG17881,CG40477",0.525,Bilateria
FBgn0053654,CG33654,,CG33654,,0.858,mel-subgroup
FBgn0053664,CG33664,,CG33664,,0.898,mel-only
FBgn0053665,CG33665,,CG33665,,0.866,mel-only
FBgn0053666,CG33666,,CG33666,,0.881,mel-only
FBgn0053667,CG33667,,CG33667,,0.874,mel-complex
FBgn0053668,CG33668,,CG33668,,0.847,mel-only
FBgn0053669,CG33669,FBgn0045422,CG33669,,0.886,mel-complex
FBgn0053688,CG33688,,CG33688,,0.92,mel-subgroup
FBgn0053696,CNMaR,"FBgn0036026,FBgn0052047",CG33696,"CG32047,CG16726",0.602,Bilateria
FBgn0053710,CG33710,FBgn0045417,CG33710,,0.872,mel-subgroup
FBgn0053721,CG33721,,CG33721,CR33721,0.979,mel-group
FBgn0053723,CG33723,,CG33723,,0.838,mel-subgroup
FBgn0053725,CG33725,,CG33725,,0.8,mel-subgroup
FBgn0053757,CG33757,,CG33757,,0.77,mel-subgroup
FBgn0053758,CG33758,,CG33758,,0.547,mel-complex
FBgn0053764,CG33764,,CG33764,,0.866,mel-subgroup
FBgn0053774,CG33774,FBgn0064935,CG33774,,0.338,Eukaryota
FBgn0053777,CG33777,,CG33777,,0.9,mel-subgroup
FBgn0053796,CG33796,,CG33796,,0.891,mel-subgroup
FBgn0053912,CG33912,,CG33912,,0.855,mel-subgroup
FBgn0053919,CG33919,,CG33919,,0.746,mel-complex
FBgn0053920,CG33920,,CG33920,,0.842,mel-subgroup
FBgn0053922,CG33922,,CG33922,,0.977,mel-subgroup
FBgn0053923,CG33923,,CG33923,,0.961,mel-complex
FBgn0053926,CG33926,,CG33926,,0.649,mel-complex
FBgn0053929,CR33929,,CR33929,CG33929,0.919,mel-group
FBgn0053958,CG33958,"FBgn0034316,FBgn0034319",CG33958,"CG5719,CG14501",0.87,Bilateria
FBgn0053964,CG33964,"FBgn0033694,FBgn0033695,FBgn0053154",CG33964,"CG8447,CG33154,CG13174",0.971,Eukaryota
FBgn0053969,CG33969,"FBgn0036982,FBgn0052429",CG33969,"CG32429,CG5571",0.266,Bilateria
FBgn0053970,CG33970,"FBgn0039422,FBgn0039423,FBgn0040604,FBgn0051085",CG33970,"CG31085,CG14559,CG6162,CG6166",0.653,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0053988,Mid1,"FBgn0035051,FBgn0035052,FBgn0035053",CG33988,"CG13595,CG13596,CG18510",0.81,Pan-drosophilid
FBgn0053993,CG33993,"FBgn0035653,FBgn0035654",CG33993,"CG13289,CG13290",0.763,Bilateria
FBgn0054025,CG34025,FBgn0082658,CG34025,,0.867,mel-subgroup
FBgn0054041,CG34041,"FBgn0051018,FBgn0082873",CG34041,CG31018,0.947,mel-group
FBgn0054052,CR34052,FBgn0082837,CR34052,CG34052,0.874,mel-group
FBgn0058002,ND-AGGG,,CG40002,,0.342,Bilateria
FBgn0058005,CR40005,,CR40005,CG40005,0.404,Bilateria
FBgn0058006,CG40006,FBgn0047064,CG40006,,0.568,Diptera
FBgn0058045,CG40045,FBgn0047074,CG40045,,0.272,Eukaryota
FBgn0058053,CR40053,FBgn0063742,CR40053,CG40053,0.904,Pan-drosophilid
FBgn0058064,ARY,,CG40064,,0.91,Bilateria
FBgn0058100,CR40100,,CR40100,CG40100,0.713,Pan-drosophilid
FBgn0058160,CG40160,FBgn0047211,CG40160,,0.35,Diptera
FBgn0058178,CG40178,,CG40178,,0.342,Eukaryota
FBgn0058191,CG40191,"FBgn0043801,FBgn0063162",CG40191,,0.286,Eukaryota
FBgn0058198,CG40198,FBgn0062452,CG40198,,0.85,Pan-drosophilid
FBgn0058263,MFS17,FBgn0045791,CG40263,,0.404,Cellular_Organisms
FBgn0058298,CG40298,,CG40298,,0.719,Pan-drosophilid
FBgn0058439,CG40439,,CG40439,,0.511,Pan-drosophilid
FBgn0058470,CG40470,,CG40470,,0.672,Diptera
FBgn0060296,pain,"FBgn0035080,FBgn0043363",CG15860,,0.537,Pan-drosophilid
FBgn0061196,CG15468,FBgn0029739,CG15468,,0.888,Pan-drosophilid
FBgn0061197,CG13164,FBgn0033709,CG13164,,0.835,mel-group
FBgn0061198,HSPC300,FBgn0050173,CG30173,,0.422,Eukaryota
FBgn0061200,Nup153,FBgn0030762,CG4453,,0.278,Bilateria
FBgn0061209,His2B:CG17949,,CG17949,,0.353,Eukaryota
FBgn0061356,CG18003,"FBgn0033565,FBgn0050019",CG18003,CG30019,0.647,Cellular_Organisms
FBgn0061359,CG33671,"FBgn0033758,FBgn0033759,FBgn0053009,FBgn0053671",CG33671,"CG33009,CG8810,CG16804",0.868,Cellular_Organisms
FBgn0061360,CG33672,"FBgn0033758,FBgn0033759,FBgn0053009,FBgn0053672",CG33672,"CG33009,CG8810,CG16804",0.565,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0061361,CG33786,"FBgn0034536,FBgn0050144,FBgn0053005,FBgn0053786",CG33786,"CG33005,CG10438",0.887,Cellular_Organisms
FBgn0061435,CG30270,FBgn0050270,CG30270,,0.872,Pan-drosophilid
FBgn0061469,Ube3a,FBgn0036148,CG6190,,0.457,Eukaryota
FBgn0061476,Zwilch,"FBgn0036933,FBgn0042214",CG18729,CG18639,0.503,Diptera
FBgn0061492,loj,"FBgn0010829,FBgn0035680",CG10733,,0.328,Bilateria
FBgn0061515,endos,"FBgn0026212,FBgn0036401",CG6513,,0.372,Bilateria
FBgn0062411,Ctr1C,"FBgn0039813,FBgn0061424",CG15551,,0.925,Bilateria
FBgn0062412,Ctr1B,FBgn0037575,CG7459,,0.682,Eukaryota
FBgn0062413,Ctr1A,"FBgn0029886,FBgn0062940",CG3977,,0.307,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0062440,CG17680,FBgn0034303,CG17680,,0.237,Bilateria
FBgn0062442,Cisd2,FBgn0039653,CG1458,,0.275,Eukaryota
FBgn0062449,CG13197,FBgn0033647,CG13197,,0.533,Bilateria
FBgn0062517,CG16984,FBgn0035354,CG16984,,0.755,Bilateria
FBgn0062565,Or19b,FBgn0052825,CG32825,,0.857,Pan-drosophilid
FBgn0063261,CG31275,FBgn0051275,CG31275,CG14908,0.884,Pan-drosophilid
FBgn0063298,CR31429,"FBgn0046070,FBgn0051429",CR31429,,0.601,Pan-drosophilid
FBgn0063368,Gpb5,FBgn0058041,CG40041,,0.522,Bilateria
FBgn0063485,Lasp,"FBgn0016776,FBgn0036653",CG3849,,0.997,Bilateria
FBgn0063491,GstE9,FBgn0034343,CG17534,,0.431,Cellular_Organisms
FBgn0063492,GstE8,"FBgn0034342,FBgn0061421",CG17533,,0.505,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0063493,GstE7,FBgn0034341,CG17531,,0.524,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0063494,GstE6,FBgn0034340,CG17530,,0.439,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0063495,GstE5,FBgn0034339,CG17527,,0.708,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0063496,GstE4,FBgn0034338,CG17525,,0.814,Diptera
FBgn0063497,GstE3,"FBgn0034337,FBgn0043828",CG17524,,0.498,Cellular_Organisms
FBgn0063498,GstE2,FBgn0034336,CG17523,,0.638,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0063499,GstE10,FBgn0034334,CG17522,,0.632,Cellular_Organisms
FBgn0063649,CG6006,FBgn0038403,CG6006,,0.596,Pan-drosophilid
FBgn0063667,CG32335,FBgn0052335,CG32335,,0.842,Diptera
FBgn0063670,CG40228,FBgn0058228,CG40228,,0.34,Eukaryota
FBgn0063923,Kaz1-ORFB,FBgn0026414,CG1220,CG33045,0.643,Diptera
FBgn0064115,CG33649,"FBgn0053084,FBgn0053649",CG33649,"CG33084,CG8969",0.778,Bilateria
FBgn0064116,CG33713,"FBgn0031172,FBgn0053071,FBgn0053713",CG33713,"CG33071,CG1704",0.153,Eukaryota
FBgn0064117,SLIRP1,"FBgn0031172,FBgn0053071,FBgn0053714",CG33714,"CG33071,CG1704",0.924,Diptera
FBgn0064119,CG33934,"FBgn0038770,FBgn0044655,FBgn0052921,FBgn0053934",CG33934,"CG32921,CG4961",0.798,Pan-drosophilid
FBgn0064126,CG33722,"FBgn0037557,FBgn0051188,FBgn0053722",CG33722,"CG31188,CG18238",0.993,Eukaryota
FBgn0064225,RpL5,"FBgn0040008,FBgn0040061",CG17489,,0.204,Cellular_Organisms
FBgn0064227,Rdh,FBgn0035465,CG14975,,0.692,Pan-drosophilid
FBgn0064237,Idgf5,FBgn0034333,CG5154,,0.696,Pan-drosophilid
FBgn0064766,CG7600,FBgn0027531,CG7600,,0.332,Eukaryota
FBgn0064912,CG31178,"FBgn0038911,FBgn0045771,FBgn0051178",CG31178,CG13414,0.813,mel-subgroup
FBgn0065032,Arpc3B,"FBgn0030818,FBgn0062850",CG8936,,0.574,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0065035,AlkB,"FBgn0043008,FBgn0053250",CG33250,,0.422,Cellular_Organisms
FBgn0065108,ppk16,"FBgn0032146,FBgn0054059",CG34059,CG4110,0.502,Bilateria
FBgn0065110,ppk10,"FBgn0054042,FBgn0082899",CG34042,,0.843,Diptera
FBgn0066084,RpL41,"FBgn0046237,FBgn0047072,FBgn0050425,FBgn0063106",CG30425,,0.177,Pan-drosophilid
FBgn0066101,LpR1,"FBgn0039363,FBgn0039364,FBgn0039365,FBgn0051095",CG31094,"CG4861,CG4874,CG4870,CG31095",0.565,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0066114,GlcAT-I,"FBgn0026081,FBgn0047321,FBgn0052775",CG32775,,0.323,Bilateria
FBgn0066292,CheB42c,"FBgn0033119,FBgn0053350",CG33350,CG15241,0.749,mel-group
FBgn0066293,CheB42b,"FBgn0033119,FBgn0053351",CG33351,CG15241,0.723,Pan-drosophilid
FBgn0066303,CG33932,"FBgn0031067,FBgn0052530,FBgn0053932,FBgn0061390",CG33932,"CG32530,CG12533",0.959,Bilateria
FBgn0066365,dyl,FBgn0035530,CG15013,,0.896,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0067052,Rab9D,"FBgn0046864,FBgn0052678",CG32678,,0.911,Pan-drosophilid
FBgn0067102,GlcT-1,FBgn0034690,CG6437,,0.378,Cellular_Organisms
FBgn0067311,CheB38b,"FBgn0032887,FBgn0053321",CG33321,CG9329,0.907,Pan-drosophilid
FBgn0067312,CheB38a,"FBgn0032887,FBgn0053320",CG33320,CG9329,0.911,Pan-drosophilid
FBgn0067317,Cby,FBgn0038910,CG13415,,0.802,Pan-drosophilid
FBgn0067622,LSm-4,"FBgn0051990,FBgn0053677,FBgn0062864",CG33677,CG31990,0,Bilateria
FBgn0067628,CG33331,"FBgn0038270,FBgn0053331,FBgn0069055",CG33331,CG3641,0.458,Eukaryota
FBgn0067629,CG33332,"FBgn0038270,FBgn0053332,FBgn0069055",CG33332,CG3641,0.412,Eukaryota
FBgn0067779,dbr,"FBgn0028472,FBgn0043386",CG11371,,0.347,Pan-drosophilid
FBgn0067782,att-ORFB,FBgn0019839,CG33488,,1.011,Pan-drosophilid
FBgn0067783,att-ORFA,"FBgn0019839,FBgn0038801",CG4241,,0.468,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0067861,Sdic1,"FBgn0025801,FBgn0031095",CG9580,,0.854,mel-only
FBgn0067864,Patj,"FBgn0002177,FBgn0024246,FBgn0035274",CG12021,,0.312,Bilateria
FBgn0067903,IM18,"FBgn0034881,FBgn0045894,FBgn0045895,FBgn0045896,FBgn0053706,FBgn0063722",CG33706,CG10332,0.672,mel-group
FBgn0069056,CG33226,"FBgn0053226,FBgn0050283,FBgn0034635",CG33226,CG10450,0.699,mel-subgroup
FBgn0069242,eca,"FBgn0037732,FBgn0053104",CG33104,CG9443,0.366,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0069354,Porin2,"FBgn0032308,FBgn0046236",CG17137,,0.846,Pan-drosophilid
FBgn0069913,CG4681,"FBgn0035029,FBgn0044603",CG4681,,0.886,Diptera
FBgn0069923,CG41128,FBgn0047001,CG41128,,0.374,Eukaryota
FBgn0082582,tmod,"FBgn0011716,FBgn0010731,FBgn0039785,FBgn0039786",CG1539,"CG15540,CG11493",0.404,Bilateria
FBgn0082585,sprt,"FBgn0033632,FBgn0050023",CG30023,CG9026,0.525,Diptera
FBgn0082598,akirin,"FBgn0035773,FBgn0062043",CG8580,,0.263,Bilateria
FBgn0082831,pps,FBgn0038041,CG6525,,0.377,Diptera
FBgn0083068,CG33947,"FBgn0046307,FBgn0053947,FBgn0063280",CG33947,,0.566,mel-subgroup
FBgn0083123,Uhg5,FBgn0259929,CR42452,,0.24,Pan-drosophilid
FBgn0083141,Spn28B,FBgn0031924,CG6717,,0.94,mel-group
FBgn0083167,Neb-cGP,"FBgn0040943,FBgn0047010,FBgn0047119",CG15304,,0.344,Bilateria
FBgn0083228,Frq2,FBgn0004120,CG5907,,0.699,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0083936,Acp54A1,,CG34098,,0.914,mel-subgroup
FBgn0083938,BG642163,,CG34102,,0.956,mel-subgroup
FBgn0083940,RhoU,"FBgn0030179,FBgn0030180",CG34104,"CG12094,CG12102",0.593,Bilateria
FBgn0083941,CG34105,,CG34105,,0.966,mel-subgroup
FBgn0083942,CG34106,,CG34106,,0.481,mel-complex
FBgn0083956,CG34120,"FBgn0031162,FBgn0052516,FBgn0063358",CG34120,"CG32516,CG1819",0.651,Cellular_Organisms
FBgn0083962,CG34126,"FBgn0031665,FBgn0051653",CG34126,"CG31653,CG3805",0.289,Eukaryota
FBgn0083963,Nlg3,"FBgn0037507,FBgn0037508,FBgn0037509,FBgn0052465",CG34127,"CG14597,CG32465,CG18291,CG1062",0.822,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0083965,CG34129,FBgn0039418,CG34129,CG6069,0.964,mel-subgroup
FBgn0083966,CG34130,FBgn0039418,CG34130,CG6069,0.957,mel-subgroup
FBgn0083967,Muted,"FBgn0063677,FBgn0038949",CG34131,CG7071,0.875,Bilateria
FBgn0083969,CG34133,"FBgn0039715,FBgn0051035,FBgn0062023",CG34133,"CG31035,CG7814",0.449,Eukaryota
FBgn0083975,Nlg4,"FBgn0038776,FBgn0038777,FBgn0038778,FBgn0038779,FBgn0051209,FBgn0051499,FBgn0063732",CG34139,"CG5030,CG31499,CG31209,CG5035,CG15683,CG15682",0.811,Diptera
FBgn0083978,CG17672,"FBgn0011809,FBgn0014027,FBgn0036339,FBgn0064825",CG17672,"CG11271,CG34142",0.806,Diptera
FBgn0083992,Mkp,"FBgn0015764,FBgn0035105",CG34099,CG7042,0.849,Diptera
FBgn0085195,CG34166,,CG34166,CG15281,0.705,mel-subgroup
FBgn0085197,CG34168,,CG34168,CG4959,0.844,mel-subgroup
FBgn0085198,CG34169,,CG34169,,0.891,mel-subgroup
FBgn0085206,CG34177,,CG34177,CG12677,0.986,Pan-drosophilid
FBgn0085207,CG34178,,CG34178,CG12677,1,Pan-drosophilid
FBgn0085218,CG34189,,CG34189,,0.812,mel-subgroup
FBgn0085236,CG34207,,CG34207,,0.36,mel-subgroup
FBgn0085254,CG34225,,CG34225,,0.978,mel-group
FBgn0085264,CG34235,,CG34235,,0.963,mel-group
FBgn0085287,CG34258,,CG34258,,0.861,mel-subgroup
FBgn0085296,CG34267,,CG34267,,0.828,mel-subgroup
FBgn0085297,CG34268,,CG34268,,0.843,mel-subgroup
FBgn0085302,CG34273,,CG34273,,0.882,mel-complex
FBgn0085307,CG34278,,CG34278,,0.885,mel-subgroup
FBgn0085310,CG34281,,CG34281,CG14328,0.928,mel-subgroup
FBgn0085312,CG34283,,CG34283,,0.905,mel-only
FBgn0085329,CG34300,,CG34300,,0.699,mel-group
FBgn0085337,CG34308,,CG34308,,0.895,mel-group
FBgn0085341,CG34312,,CG34312,CG30058,0.963,mel-group
FBgn0085350,inaF-C,FBgn0023077,CG34321,,0.907,Pan-drosophilid
FBgn0085351,inaF-A,FBgn0023077,CG34322,,0.912,Pan-drosophilid
FBgn0085352,CG34323,,CG34323,,0.804,mel-subgroup
FBgn0085353,CG34324,,CG34324,CG12726,0.88,mel-subgroup
FBgn0085356,CG34327,,CG34327,,0.894,mel-group
FBgn0085357,CG34328,,CG34328,,0.748,mel-subgroup
FBgn0085358,Diedel3,,CG34329,CG14189,0.926,mel-subgroup
FBgn0085360,CG34331,,CG34331,,0.651,mel-subgroup
FBgn0085361,CG34332,,CG34332,,0.923,mel-complex
FBgn0085370,Pde11,"FBgn0032686,FBgn0032687",CG34341,"CG10231,CG15159",0.452,Diptera
FBgn0085377,CG34348,"FBgn0030288,FBgn0040852",CG34348,"CG15197,CG11757",0.415,Cellular_Organisms
FBgn0085384,CG34355,"FBgn0039123,FBgn0040596",CG34355,"CG13818,CG12492",0.663,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0085386,CG34357,"FBgn0037258,FBgn0037259,FBgn0037257,FBgn0084028,FBgn0037256",CG34357,"CG12585,CG14652,CG9783,CG41467,CG12584",0.806,Pan-drosophilid
FBgn0085387,shakB,"FBgn0052508,FBgn0031131,FBgn0003037,FBgn0031133",CG34358,"CG32508,CG12678,CG15451,CG1321",0.828,Bilateria
FBgn0085390,Dgk,"FBgn0042192,FBgn0004568,FBgn0033230",CG34361,"CG12820,CG18654,CG1535",0.734,Bilateria
FBgn0085391,CG34362,"FBgn0063063,FBgn0039570,FBgn0039569",CG34362,"CG12872,CG12870",0.789,Diptera
FBgn0085398,ppk9,"FBgn0034672,FBgn0034673",CG34369,"CG13490,CG13489",0.926,Diptera
FBgn0085399,CG34370,"FBgn0082869,FBgn0034680,FBgn0050405,FBgn0054004,FBgn0034678,FBgn0034679,FBgn0050408,FBgn0053227",CG34370,"CG34004,CG33227,CG13499,CG13498,CG13497,CG30408,CG30405",0.78,Diptera
FBgn0085400,CG34371,"FBgn0034831,FBgn0034830,FBgn0034832,FBgn0050188",CG34371,"CG30188,CG13548,CG13547,CG13546",0.636,Diptera
FBgn0085404,CG34375,"FBgn0039037,FBgn0039036",CG34375,"CG13835,CG13834",0.892,Diptera
FBgn0085405,CG34376,"FBgn0038969,FBgn0038970,FBgn0038971,FBgn0051160",CG34376,"CG31160,CG13845,CG13851,CG13846",0.53,Eukaryota
FBgn0085407,Pvf3,"FBgn0031890,FBgn0031891,FBgn0051629,FBgn0031889,FBgn0031892",CG34378,"CG31629,CG13783,CG4492,CG13782,CG13781",0.634,Diptera
FBgn0085408,Shroom,"FBgn0033922,FBgn0033923,FBgn0040749",CG34379,"CG8603,CG13944,CG13942",0.594,Diptera
FBgn0085409,CG34380,"FBgn0031789,FBgn0031788,FBgn0031787,FBgn0043510,FBgn0040951,FBgn0051640",CG34380,"CG31640,CG13988,CG15813,CG13987,CG13986",0.682,Diptera
FBgn0085410,TrissinR,"FBgn0046569,FBgn0031744,FBgn0031743,FBgn0046570,FBgn0031742,FBgn0051645",CG34381,"CG31645,CG14004,CG14003,CG14002",0.759,Bilateria
FBgn0085413,CG34384,"FBgn0037524,FBgn0037523,FBgn0040523,FBgn0051187",CG34384,"CG31187,CG14462,CG9851,CG2667",0.75,Eukaryota
FBgn0085414,dpr12,"FBgn0033044,FBgn0040847",CG34385,"CG7796,CG14469",0.724,Diptera
FBgn0085417,natalisin,"FBgn0038229,FBgn0038230",CG34388,"CG14843,CG14842",0.636,Pan-drosophilid
FBgn0085419,Rgk2,"FBgn0034357,FBgn0050119",CG34390,"CG30119,CG15069",0.752,Bilateria
FBgn0085421,Epac,"FBgn0033102,FBgn0033103",CG34392,"CG15235,CG3427",0.642,Bilateria
FBgn0085422,CG34393,"FBgn0031509,FBgn0031508",CG34393,"CG8829,CG15405",0.822,Diptera
FBgn0085423,CG34394,"FBgn0040712,FBgn0031527,FBgn0064872",CG34394,"CG3304,CG15411",0.374,Eukaryota
FBgn0085424,nub,"FBgn0032438,FBgn0002970,FBgn0032440,FBgn0004393",CG34395,"CG15489,CG6246,CG15488",0.718,Diptera
FBgn0085425,CG34396,"FBgn0043956,FBgn0043952,FBgn0043951,FBgn0034586,FBgn0034587",CG34396,"CG15655,CG15654",0.703,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0085427,CG34398,"FBgn0040961,FBgn0032073",CG34398,"CG9487,CG15867",0.653,Pan-drosophilid
FBgn0085430,CG34401,"FBgn0040884,FBgn0030972,FBgn0030971,FBgn0040883,FBgn0052542",CG34401,"CG32542,CG17757,CG7307,CG7317,CG15037",0.406,Bilateria
FBgn0085431,CG34402,"FBgn0038030,FBgn0051218,FBgn0038036,FBgn0038031",CG34402,"CG31218,CG4940,CG17793,CG17756",0.742,Bilateria
FBgn0085432,pan,"FBgn0022393,FBgn0052005,FBgn0019664",CG34403,"CG32005,CG17964",0.378,Bilateria
FBgn0085433,CG34404,"FBgn0027349,FBgn0038329,FBgn0038328",CG34404,"CG6156,CG18496",0.37,Bilateria
FBgn0085434,NaCP60E,"FBgn0016933,FBgn0002920,FBgn0035079",CG34405,"CG18506,CG9071",0.586,Eukaryota
FBgn0085436,Not1,"FBgn0033424,FBgn0033425,FBgn0026000,FBgn0062162",CG34407,"CG1874,CG1884",0.259,Eukaryota
FBgn0085437,CG34408,"FBgn0028486,FBgn0052689",CG34408,"CG32689,CG2967",0.254,Bilateria
FBgn0085440,Lgr4,"FBgn0046558,FBgn0046550,FBgn0052637,FBgn0030458",CG34411,"CG4187,CG32637",0.653,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0085442,NKAIN,"FBgn0061524,FBgn0052836,FBgn0035075",CG34413,"CG9047,CG32836",0.332,Bilateria
FBgn0085443,spri,"FBgn0052680,FBgn0030211,FBgn0030212,FBgn0030213,FBgn0030214,FBgn0040944,FBgn0052674,FBgn0053175,FBgn0066810,FBgn0030216",CG34414,"CG32680,CG33175,CG15301,CG12638,CG15297,CG15298,CG15299,CG15300,CG32674",0.413,Bilateria
FBgn0085444,mute,"FBgn0034170,FBgn0053455,FBgn0053456",CG34415,"CG33456,CG33455,CG15610",0.382,Diptera
FBgn0085446,CG34417,"FBgn0046226,FBgn0029876,FBgn0029875",CG34417,"CG3960,CG3950",0.542,Pan-drosophilid
FBgn0085447,sif,"FBgn0035629,FBgn0035628,FBgn0019656,FBgn0052414,FBgn0019652",CG34418,"CG32414,CG5406,CG5256",0.851,Bilateria
FBgn0085450,Snoo,"FBgn0031967,FBgn0065450,FBgn0031965",CG34421,"CG7233,CG7093",0.341,Bilateria
FBgn0085451,htk,"FBgn0030965,FBgn0030967",CG34422,"CG7282,CG7274",0.27,Bilateria
FBgn0085452,CG34423,"FBgn0034851,FBgn0062220",CG34423,CG11079,0.458,Cellular_Organisms
FBgn0085453,CG34424,FBgn0034851,CG34424,CG11079,0.439,Cellular_Organisms
FBgn0085457,CG34428,FBgn0036344,CG34428,CG14116,0.957,mel-subgroup
FBgn0085458,CG34429,FBgn0036344,CG34429,CG14116,0.98,mel-subgroup
FBgn0085461,CG34432,FBgn0039794,CG34432,CG15541,0.92,mel-subgroup
